0.03050 	 	 	 321880.96875
0.33550 	 	 	 2381.88257
0.64049 	 	 	 428.97287
0.94549 	 	 	 -153.09024
1.25049 	 	 	 -123.81552
1.55549 	 	 	 -36.63735
1.86049 	 	 	 15.79026
2.16548 	 	 	 24.69670
2.47048 	 	 	 14.41054
2.77548 	 	 	 26.16096
3.08048 	 	 	 3.31434
3.38548 	 	 	 -8.98342
3.69047 	 	 	 -14.68509
3.99547 	 	 	 0.36868
4.30047 	 	 	 7.04658
4.60547 	 	 	 42.80166
4.91046 	 	 	 21.03212
5.21546 	 	 	 1.29969
5.52046 	 	 	 1.20324
5.82546 	 	 	 11.07294
6.13045 	 	 	 26.16538
6.43545 	 	 	 18.75867
6.74045 	 	 	 34.05783
7.04545 	 	 	 28.63039
7.35044 	 	 	 9.19213
7.65544 	 	 	 -7.13027
7.96044 	 	 	 -6.32583
8.26544 	 	 	 23.70298
8.57044 	 	 	 -1.28925
8.87543 	 	 	 -0.92618
9.18044 	 	 	 3.12988
9.48544 	 	 	 10.15022
9.79043 	 	 	 4.00564
10.09543 	 	 	 0.37368
10.40042 	 	 	 7.39609
10.70542 	 	 	 -2.04326
11.01042 	 	 	 13.56663
11.31542 	 	 	 4.65534
11.62042 	 	 	 -2.24213
11.92541 	 	 	 2.36512
12.23041 	 	 	 -7.44218
12.53541 	 	 	 -9.09049
12.84041 	 	 	 2.46212
13.14540 	 	 	 -2.35166
13.45041 	 	 	 6.54853
13.75540 	 	 	 -0.80008
14.06040 	 	 	 5.99350
14.36540 	 	 	 -8.38851
14.67040 	 	 	 -1.75998
14.97539 	 	 	 -9.72720
15.28039 	 	 	 -3.28700
15.58539 	 	 	 2.43024
15.89039 	 	 	 7.95970
16.19538 	 	 	 8.88423
16.50038 	 	 	 1.50215
16.80537 	 	 	 0.66128
17.11037 	 	 	 -1.34869
17.41537 	 	 	 -2.62976
17.72036 	 	 	 8.15790
18.02536 	 	 	 7.93512
18.33034 	 	 	 21.27216
18.63535 	 	 	 83.03621
18.94035 	 	 	 6.38159
19.24536 	 	 	 -1.47332
19.55036 	 	 	 -3.48648
19.85536 	 	 	 -4.27328
20.16035 	 	 	 -12.26569
20.46534 	 	 	 4.16740
20.77035 	 	 	 27.19313
21.07535 	 	 	 2.42792
21.38034 	 	 	 -3.84146
21.68535 	 	 	 -6.07136
21.99035 	 	 	 -4.06903
22.29533 	 	 	 -9.66931
22.60033 	 	 	 -7.14412
22.90532 	 	 	 13.30116
23.21033 	 	 	 0.54079
23.51533 	 	 	 -10.10116
23.82033 	 	 	 -4.94429
24.12534 	 	 	 -3.96530
24.43033 	 	 	 -5.56272
24.73531 	 	 	 -84.79183
25.04032 	 	 	 -5.13351
25.34531 	 	 	 -2.46113
25.65031 	 	 	 0.88472
25.95530 	 	 	 2.29341
26.26030 	 	 	 -6.35378
26.56530 	 	 	 4.36540
26.87028 	 	 	 -0.54631
27.17528 	 	 	 -2.40698
27.48029 	 	 	 -2.01537
27.78530 	 	 	 3.78919
28.09030 	 	 	 9.52906
28.39530 	 	 	 3.96749
28.70029 	 	 	 -9.14298
29.00529 	 	 	 -6.67157
29.31029 	 	 	 -8.53663
29.61527 	 	 	 -7.15809
29.92027 	 	 	 -0.18563
30.22527 	 	 	 5.07782
30.53025 	 	 	 -1.01270
30.83526 	 	 	 -0.88501
31.14026 	 	 	 -2.75105
31.44524 	 	 	 -1.81148
